city_key,city,country,short_description,latitude,longitude,avg_temp_monthly,ideal_durations,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,Category,Approximate Annual Tourists,Famous Foods,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,Cost_index,"Meal, Inexpensive Restaurant",One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Apartment (1 bedroom) in City Centre,Average Monthly Net Salary (After Tax)
frankfurt,Frankfurt,Germany,"Skyscrapers and historic charm blend seamlessly, offering a dynamic cityscape where modernity meets tradition, all underlined by a vibrant cultural scene.",501.106.444,86.820.917,"{""1"":{""avg"":3.6,""max"":5.8,""min"":1.3},""2"":{""avg"":4.9,""max"":8.2,""min"":1.9},""3"":{""avg"":7.8,""max"":12.2,""min"":3.7},""4"":{""avg"":11.3,""max"":16.7,""min"":6.1},""5"":{""avg"":15.5,""max"":20.9,""min"":10.3},""6"":{""avg"":20.1,""max"":25.7,""min"":14.7},""7"":{""avg"":21.4,""max"":27.2,""min"":16.1},""8"":{""avg"":21.3,""max"":27.1,""min"":16.1},""9"":{""avg"":16.9,""max"":22.4,""min"":12.2},""10"":{""avg"":12,""max"":16,""min"":8.5},""11"":{""avg"":7,""max"":9.7,""min"":4.5},""12"":{""avg"":4.8,""max"":6.8,""min"":2.8}}","[""Short trip"",""One week"",""Weekend""]",Mid-range,4,2,3,1,4,4,3,5,2,City,7 million,"Frankfurter Kranz, Apfelwein, Grne Soáe",Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"A financial center known for its skyscrapers, museums, and historic Old Town.","Home to the European Central Bank, Goethe House, and impressive modern skyline.",68.29,10.0,2.75,90.65,3.5,1049.68,2789.77
colmar,Colmar,France,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",480.777.517,73.579.641,"{""1"":{""avg"":3.2,""max"":6.5,""min"":-0.1},""2"":{""avg"":5.9,""max"":10.6,""min"":1.7},""3"":{""avg"":8.4,""max"":13.5,""min"":3.2},""4"":{""avg"":10.9,""max"":16.5,""min"":5.3},""5"":{""avg"":15.1,""max"":20.4,""min"":9.5},""6"":{""avg"":20,""max"":25.6,""min"":14.4},""7"":{""avg"":21.4,""max"":27.2,""min"":15.4},""8"":{""avg"":21.3,""max"":27.4,""min"":15.6},""9"":{""avg"":17.2,""max"":23.5,""min"":11.4},""10"":{""avg"":12.8,""max"":18,""min"":8.2},""11"":{""avg"":6.6,""max"":10.2,""min"":3.2},""12"":{""avg"":4.5,""max"":7.4,""min"":1.6}}","[""Short trip"",""Weekend""]",Mid-range,4,2,3,1,2,4,3,2,4,,,,,,,,,,,,,,,
bratislava,Bratislava,Slovakia,"Charming cobblestone streets and lively squares invite you to explore colorful facades, historic landmarks, and cozy cafés offering a warm, welcoming vibe.",481.516.988,171.093.063,"{""1"":{""avg"":1.3,""max"":3.8,""min"":-1.4},""2"":{""avg"":3.9,""max"":7.5,""min"":0.4},""3"":{""avg"":7.6,""max"":12,""min"":3.2},""4"":{""avg"":11.3,""max"":16.4,""min"":6.1},""5"":{""avg"":15.8,""max"":20.6,""min"":10.8},""6"":{""avg"":21.3,""max"":26.4,""min"":15.9},""7"":{""avg"":22.9,""max"":28.3,""min"":17.3},""8"":{""avg"":22.5,""max"":28,""min"":17.2},""9"":{""avg"":17.3,""max"":22.4,""min"":12.6},""10"":{""avg"":11.7,""max"":16.1,""min"":7.7},""11"":{""avg"":6.1,""max"":9.3,""min"":3},""12"":{""avg"":2.4,""max"":4.7,""min"":0}}","[""Short trip"",""Weekend""]",Mid-range,4,3,3,1,3,3,3,3,3,,,,,,,,,47.54,6.0,0.9,27.0,3.5,615.29,1089.84
plovdiv,Plovdiv,Bulgaria,"Charming cobblestone streets, vibrant street art, and ancient ruins create a unique blend of history and modernity, inviting leisurely exploration.",421.418.541,247.499.297,"{""1"":{""avg"":2.5,""max"":7.1,""min"":-1.7},""2"":{""avg"":5.5,""max"":10.6,""min"":0.6},""3"":{""avg"":9.3,""max"":14.8,""min"":3.8},""4"":{""avg"":13.1,""max"":19.4,""min"":6.8},""5"":{""avg"":17.1,""max"":22.9,""min"":11.1},""6"":{""avg"":22.7,""max"":28.9,""min"":16.3},""7"":{""avg"":25.5,""max"":32.1,""min"":18.4},""8"":{""avg"":25.4,""max"":32.2,""min"":17.9},""9"":{""avg"":20.8,""max"":27.3,""min"":14.1},""10"":{""avg"":14.3,""max"":20.6,""min"":8.5},""11"":{""avg"":8.8,""max"":13.7,""min"":4.4},""12"":{""avg"":4.6,""max"":9.1,""min"":0.7}}","[""Short trip"",""Weekend""]",Budget,4,3,3,1,3,4,3,3,3,,,,,,,,,,,,,,,
cork,Cork,Ireland,"Charming streets lined with colorful shops and lively pubs create a welcoming vibe, while the nearby coast offers stunning natural beauty.",518.985.136,-84.726.423,"{""1"":{""avg"":5.9,""max"":8.2,""min"":3.4},""2"":{""avg"":6.3,""max"":8.8,""min"":3.6},""3"":{""avg"":6.5,""max"":10.2,""min"":3.4},""4"":{""avg"":8.6,""max"":11.9,""min"":5.5},""5"":{""avg"":11.3,""max"":15,""min"":8.1},""6"":{""avg"":13.8,""max"":17.5,""min"":10.4},""7"":{""avg"":15.3,""max"":19,""min"":11.9},""8"":{""avg"":15,""max"":18.5,""min"":11.7},""9"":{""avg"":13.3,""max"":16.5,""min"":10.2},""10"":{""avg"":10.9,""max"":13.5,""min"":8.2},""11"":{""avg"":8.1,""max"":10.4,""min"":5.6},""12"":{""avg"":7.1,""max"":9.2,""min"":4.6}}","[""Short trip"",""Weekend""]",Mid-range,4,3,4,2,3,4,3,3,3,,,,,,,,,75.63,15.0,2.4,84.0,4.0,1172.97,2227.64
salzburg,Salzburg,Austria,"Charming cobblestone streets lead to stunning baroque architecture and cozy coffeehouses, creating a warm, inviting atmosphere that's both historic and lively.",477.981.346,130.464.806,"{""1"":{""avg"":0.8,""max"":4.5,""min"":-2.5},""2"":{""avg"":3,""max"":7.7,""min"":-0.8},""3"":{""avg"":5.7,""max"":11.6,""min"":1},""4"":{""avg"":10,""max"":15.7,""min"":4.8},""5"":{""avg"":14,""max"":19.3,""min"":9},""6"":{""avg"":19,""max"":24.7,""min"":13.7},""7"":{""avg"":20.3,""max"":25.8,""min"":15.2},""8"":{""avg"":20,""max"":25.7,""min"":15},""9"":{""avg"":15.2,""max"":20.7,""min"":10.7},""10"":{""avg"":11.1,""max"":16.2,""min"":7.1},""11"":{""avg"":5.3,""max"":9.2,""min"":2.1},""12"":{""avg"":2.2,""max"":5.5,""min"":-0.8}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,5,3,4,1,3,4,3,3,3,City,3 million,"Mozartkugel, Salzburger Nockerl, Kaiserschmarrn",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"The birthplace of Mozart, famous for its Baroque architecture and music festivals.","A city rich in history, music, and stunning Alpine surroundings, home to the Salzburg Festival.",72.84,11.5,2.3,52.0,3.55,754.44,1912.5
turin,Turin,Italy,"Strolling through elegant piazzas and baroque architecture, you'll feel the city's rich history and vibrant cultural scene come alive around you.",450.677.551,76.824.892,"{""1"":{""avg"":3.1,""max"":8,""min"":-0.7},""2"":{""avg"":5.4,""max"":10.7,""min"":1.2},""3"":{""avg"":7.8,""max"":11,""min"":5.6},""4"":{""avg"":12.6,""max"":17.8,""min"":7.6},""5"":{""avg"":15.7,""max"":20.3,""min"":11.5},""6"":{""avg"":21.4,""max"":26.5,""min"":16.4},""7"":{""avg"":24.2,""max"":29.2,""min"":19.3},""8"":{""avg"":23.4,""max"":28.6,""min"":18.9},""9"":{""avg"":19.1,""max"":24.1,""min"":14.8},""10"":{""avg"":13.9,""max"":18.4,""min"":10.2},""11"":{""avg"":7.9,""max"":12.5,""min"":4.6},""12"":{""avg"":3.1,""max"":8.5,""min"":-0.8}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,5,2,3,1,3,4,3,4,2,,,,,,,,,65.63,15.0,1.7,38.0,5.0,568.75,1413.44
lugano,Lugano,Switzerland,"Nestled by a serene lake and surrounded by lush mountains, this charming spot offers a delightful blend of Swiss and Italian cultures.",460.050.102,89.520.281,"{""1"":{""avg"":3.7,""max"":8.4,""min"":1.7},""2"":{""avg"":5.9,""max"":10.4,""min"":3.1},""3"":{""avg"":8.9,""max"":13.7,""min"":5.6},""4"":{""avg"":12.6,""max"":17.4,""min"":8.7},""5"":{""avg"":16.4,""max"":20.9,""min"":12.5},""6"":{""avg"":21.4,""max"":26.1,""min"":16.9},""7"":{""avg"":23.9,""max"":28.8,""min"":19.1},""8"":{""avg"":22.9,""max"":27.9,""min"":18.5},""9"":{""avg"":18.4,""max"":23.1,""min"":14.9},""10"":{""avg"":13.6,""max"":18.1,""min"":10.9},""11"":{""avg"":7.9,""max"":12.4,""min"":6},""12"":{""avg"":4,""max"":9,""min"":2.7}}","[""Short trip"",""Weekend"",""One week""]",Luxury,3,3,5,2,3,4,4,3,4,,,,,,,,,,,,,,,
lausanne,Lausanne,Switzerland,"Nestled by the lake, this city charms with its blend of historic architecture, vibrant cultural scene, and stunning alpine views.",465.218.269,66.327.025,"{""1"":{""avg"":0.8,""max"":3.3,""min"":-2.3},""2"":{""avg"":3.5,""max"":7.3,""min"":-0.2},""3"":{""avg"":6,""max"":10.4,""min"":1.5},""4"":{""avg"":8.6,""max"":13.5,""min"":3.6},""5"":{""avg"":12.5,""max"":16.9,""min"":7.2},""6"":{""avg"":17.6,""max"":22.5,""min"":12},""7"":{""avg"":19.6,""max"":24.8,""min"":13.4},""8"":{""avg"":19.2,""max"":24.5,""min"":13.6},""9"":{""avg"":15,""max"":20.1,""min"":9.6},""10"":{""avg"":10.7,""max"":14.9,""min"":6.8},""11"":{""avg"":5.1,""max"":7.8,""min"":2.1},""12"":{""avg"":2.1,""max"":4.3,""min"":-0.7}}","[""Short trip"",""Weekend"",""One week""]",Luxury,4,3,4,1,3,4,4,4,3,,,,,,,,,,,,,,,
vilamoura,Vilamoura,Portugal,"Sun-drenched marina views, vibrant nightlife, and golden beaches create a lively yet relaxed atmosphere perfect for unwinding and enjoying coastal charm.",370.759.505,-81.165.401,"{""1"":{""avg"":12.8,""max"":16.6,""min"":9.2},""2"":{""avg"":13.7,""max"":17.4,""min"":10.4},""3"":{""avg"":14.6,""max"":18.3,""min"":11.2},""4"":{""avg"":16.8,""max"":20.5,""min"":13.4},""5"":{""avg"":19.8,""max"":24.1,""min"":16},""6"":{""avg"":22,""max"":26.2,""min"":18.4},""7"":{""avg"":24.4,""max"":29,""min"":20.5},""8"":{""avg"":24.7,""max"":29.3,""min"":20.8},""9"":{""avg"":22.4,""max"":26.1,""min"":19},""10"":{""avg"":20,""max"":23.4,""min"":17},""11"":{""avg"":16.2,""max"":19.7,""min"":12.9},""12"":{""avg"":14.2,""max"":17.7,""min"":11.1}}","[""Short trip"",""Weekend""]",Mid-range,3,3,4,5,4,4,4,3,3,,,,,,,,,,,,,,,
cologne,Cologne,Germany,"Charming cobblestone streets, the majestic cathedral, and lively beer halls create a welcoming atmosphere filled with history and vibrant local culture.",50.938.361,6.959.974,"{""1"":{""avg"":4.2,""max"":6.6,""min"":1.8},""2"":{""avg"":5.6,""max"":9,""min"":2.4},""3"":{""avg"":7.9,""max"":12.3,""min"":3.9},""4"":{""avg"":11,""max"":16.1,""min"":5.8},""5"":{""avg"":15.2,""max"":20.6,""min"":9.9},""6"":{""avg"":19.5,""max"":24.8,""min"":14.2},""7"":{""avg"":20.4,""max"":25.8,""min"":15.3},""8"":{""avg"":20.4,""max"":25.9,""min"":15.5},""9"":{""avg"":16.5,""max"":21.9,""min"":11.9},""10"":{""avg"":12.5,""max"":16.4,""min"":9.1},""11"":{""avg"":7.9,""max"":10.8,""min"":5.1},""12"":{""avg"":6,""max"":8.3,""min"":3.5}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,2,3,1,4,4,3,4,2,City,5 million,"Klsch, Himmel un d, Sauerbraten",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city on the Rhine, known for its Gothic cathedral, chocolate, and museums.",The Cologne Cathedral is a UNESCO World Heritage site and one of Germany?s most iconic landmarks.,65.37,9.0,3.0,95.3,3.5,822.96,2270.19
pisa,Pisa,Italy,"Charming narrow streets open up to sunlit squares, with the aroma of fresh pasta and the sound of church bells filling the air.",434.714.722,106.797.912,"{""1"":{""avg"":6.3,""max"":9.2,""min"":2.4},""2"":{""avg"":7.8,""max"":12.7,""min"":3.5},""3"":{""avg"":10.4,""max"":16,""min"":4.7},""4"":{""avg"":13,""max"":18.2,""min"":7.6},""5"":{""avg"":17.1,""max"":22.1,""min"":12.3},""6"":{""avg"":22.6,""max"":28.2,""min"":17.7},""7"":{""avg"":25.6,""max"":31.6,""min"":20.3},""8"":{""avg"":25.5,""max"":31.6,""min"":20.7},""9"":{""avg"":20.8,""max"":26.5,""min"":16.2},""10"":{""avg"":15.9,""max"":20.8,""min"":12.2},""11"":{""avg"":11,""max"":14.4,""min"":7.9},""12"":{""avg"":7.2,""max"":10.1,""min"":4.1}}","[""Short trip"",""Weekend"",""Day trip""]",Mid-range,4,2,3,2,3,4,3,3,2,City,1.5 million,"Pizza, Pasta, Gelato",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Famous for its Leaning Tower, but also offers other historical attractions and beautiful scenery.","Known for the iconic Leaning Tower of Pisa, as well as its Romanesque architecture.",,,,,,,
malaga,Malaga,Spain,"Sun-drenched beaches, vibrant tapas bars, and historic architecture create a lively yet relaxed atmosphere that invites leisurely exploration and indulgence.",367.213.028,-44.216.366,"{""1"":{""avg"":12.5,""max"":17.9,""min"":8.2},""2"":{""avg"":13.5,""max"":18.6,""min"":9.2},""3"":{""avg"":15,""max"":20.4,""min"":10.6},""4"":{""avg"":16.9,""max"":22.2,""min"":12.8},""5"":{""avg"":20.1,""max"":25.5,""min"":15.8},""6"":{""avg"":23.8,""max"":29.4,""min"":19.4},""7"":{""avg"":26.6,""max"":32.1,""min"":22.3},""8"":{""avg"":27.1,""max"":32.2,""min"":23.2},""9"":{""avg"":24.3,""max"":29.3,""min"":20.3},""10"":{""avg"":20.3,""max"":25.3,""min"":16.3},""11"":{""avg"":16.1,""max"":21.2,""min"":12.1},""12"":{""avg"":13.5,""max"":18.8,""min"":9.5}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,3,3,4,4,4,3,4,2,,,,,,,,,50.38,10.0,1.3,39.95,3.18,704.35,1289.92
granada,Granada,Spain,"Winding cobblestone streets lead to vibrant plazas filled with the aromas of tapas, while the Alhambra's majestic presence captivates with its historic allure.",371.734.995,-35.995.337,"{""1"":{""avg"":7.4,""max"":14.1,""min"":1.9},""2"":{""avg"":9.3,""max"":16.1,""min"":3.5},""3"":{""avg"":11.1,""max"":19.1,""min"":3.9},""4"":{""avg"":14.4,""max"":21.5,""min"":8},""5"":{""avg"":18.8,""max"":27,""min"":10.8},""6"":{""avg"":23.4,""max"":31.6,""min"":15.1},""7"":{""avg"":27.8,""max"":36.6,""min"":18.9},""8"":{""avg"":27.2,""max"":36.1,""min"":18.5},""9"":{""avg"":22,""max"":30.2,""min"":14.3},""10"":{""avg"":17.5,""max"":25.1,""min"":11},""11"":{""avg"":11.5,""max"":18.2,""min"":6.1},""12"":{""avg"":8.6,""max"":15.8,""min"":3}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,5,3,3,2,4,5,3,4,2,City,2 million,"Tapas, Gazpacho, Flamenco",Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A historic city famous for its Alhambra palace, Albaic¡n neighborhood, and vibrant nightlife.",Known for the magnificent Alhambra palace and stunning Moorish architecture.,55.65,10.0,1.4,55.0,5.0,511.19,1287.5
linz,Linz,Austria,"A blend of historic charm and modern innovation, with riverside walks, vibrant arts scenes, and a welcoming atmosphere that invites exploration.",483.059.078,14.286.198,"{""1"":{""avg"":0.9,""max"":3.2,""min"":-1.3},""2"":{""avg"":3.3,""max"":6.7,""min"":0.3},""3"":{""avg"":5.8,""max"":11.3,""min"":2.2},""4"":{""avg"":10.7,""max"":15.7,""min"":5.9},""5"":{""avg"":15,""max"":19.6,""min"":10.5},""6"":{""avg"":20.1,""max"":25.2,""min"":15.1},""7"":{""avg"":21.3,""max"":26.5,""min"":16.2},""8"":{""avg"":21,""max"":26.2,""min"":16.2},""9"":{""avg"":16.1,""max"":20.8,""min"":12},""10"":{""avg"":11.1,""max"":14.9,""min"":7.9},""11"":{""avg"":5.4,""max"":8,""min"":3},""12"":{""avg"":2.3,""max"":4.4,""min"":0.3}}","[""Short trip"",""Weekend""]",Mid-range,4,2,3,1,3,3,3,4,2,,,,,,,,,72.77,14.0,2.3,45.3,5.0,666.52,1977.73
leipzig,Leipzig,Germany,"Charming cobblestone streets, vibrant arts scene, and lively music venues create a welcoming vibe that's both culturally rich and refreshingly laid-back.",513.406.321,123.747.329,"{""1"":{""avg"":2.4,""max"":4.8,""min"":-0.2},""2"":{""avg"":3.4,""max"":7.1,""min"":-0.2},""3"":{""avg"":5.8,""max"":10.5,""min"":1.4},""4"":{""avg"":9.5,""max"":14.8,""min"":3.9},""5"":{""avg"":14.2,""max"":19.7,""min"":8.2},""6"":{""avg"":19,""max"":24.8,""min"":13.1},""7"":{""avg"":20.1,""max"":26,""min"":14.2},""8"":{""avg"":20.2,""max"":26,""min"":14.4},""9"":{""avg"":15.8,""max"":21.4,""min"":10.5},""10"":{""avg"":11.2,""max"":15.5,""min"":7.4},""11"":{""avg"":6.1,""max"":9.2,""min"":3.1},""12"":{""avg"":4.1,""max"":6.5,""min"":1.5}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,2,3,1,4,4,3,4,2,,,,,,,,,61.04,8.0,2.7,78.9,3.5,518.53,1533.29
braga,Braga,Portugal,"Charming cobblestone streets and ancient churches create a serene atmosphere, while lively squares and local eateries offer a warm, welcoming experience.",415.510.583,-84.280.045,"{""1"":{""avg"":9.7,""max"":13.3,""min"":6.6},""2"":{""avg"":11.3,""max"":15.1,""min"":7.9},""3"":{""avg"":12.7,""max"":16.5,""min"":9.5},""4"":{""avg"":14.1,""max"":17.8,""min"":10.4},""5"":{""avg"":16.5,""max"":20.3,""min"":12.5},""6"":{""avg"":17.6,""max"":21.2,""min"":14},""7"":{""avg"":19.6,""max"":23.6,""min"":15.7},""8"":{""avg"":19.4,""max"":23.4,""min"":15.6},""9"":{""avg"":18.7,""max"":22.8,""min"":15},""10"":{""avg"":16.2,""max"":19.8,""min"":13.2},""11"":{""avg"":13.1,""max"":16.2,""min"":10.5},""12"":{""avg"":11.1,""max"":14.2,""min"":8.5}}","[""Short trip"",""Weekend""]",Mid-range,4,2,3,2,3,4,3,3,3,City,200,"Seafood, Bacalhau, Pastel de nata",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Historic city known for Roman ruins, baroque architecture, and beautiful scenery.",,51.24,6.0,1.55,36.38,3.25,503.68,916.54
antwerp,Antwerp,Belgium,"Cobblestone streets lined with historic buildings, vibrant art scenes, and bustling markets create a lively yet charmingly intimate atmosphere.",512.211.097,43.997.081,"{""1"":{""avg"":4.5,""max"":6.7,""min"":2.1},""2"":{""avg"":5.6,""max"":8.8,""min"":2.4},""3"":{""avg"":7.9,""max"":11.7,""min"":4.2},""4"":{""avg"":10.2,""max"":14.6,""min"":5.4},""5"":{""avg"":14.3,""max"":19,""min"":9.6},""6"":{""avg"":18.1,""max"":22.5,""min"":13.6},""7"":{""avg"":19.2,""max"":23.5,""min"":14.7},""8"":{""avg"":19.2,""max"":23.8,""min"":14.8},""9"":{""avg"":15.9,""max"":20.4,""min"":11.6},""10"":{""avg"":12.2,""max"":15.8,""min"":8.8},""11"":{""avg"":7.7,""max"":10.4,""min"":4.8},""12"":{""avg"":6.2,""max"":8.2,""min"":3.9}}","[""One week"",""Weekend"",""Short trip""]",Mid-range,4,2,2,1,4,4,3,4,2,City,4 million,"Waffles, Belgian Fries, Chocolate",Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A port city known for its diamond industry, fashion, and Renaissance architecture.","Antwerp boasts a lively arts scene, historic squares, and is a global hub for the diamond trade.",70.12,15.0,2.05,50.0,3.5,712.71,2084.2
nuremberg,Nuremberg,Germany,"Charming medieval streets, vibrant markets, and a rich history offer a delightful blend of old-world charm and modern vibrancy.",49.453.872,11.077.298,"{""1"":{""avg"":1.6,""max"":4.5,""min"":-1.6},""2"":{""avg"":2.9,""max"":7,""min"":-1.1},""3"":{""avg"":5.8,""max"":11.3,""min"":0.3},""4"":{""avg"":9.6,""max"":15.8,""min"":3},""5"":{""avg"":14.1,""max"":19.9,""min"":7.6},""6"":{""avg"":18.9,""max"":25,""min"":12.3},""7"":{""avg"":20.2,""max"":26.5,""min"":13.4},""8"":{""avg"":19.9,""max"":26.4,""min"":13.5},""9"":{""avg"":15.2,""max"":21.4,""min"":9.3},""10"":{""avg"":10.5,""max"":15.4,""min"":5.7},""11"":{""avg"":5.4,""max"":8.8,""min"":1.9},""12"":{""avg"":2.9,""max"":5.6,""min"":0}}","[""Short trip"",""Weekend""]",Mid-range,4,2,3,1,3,4,3,4,2,,,,,,,,,66.08,10.0,3.1,79.0,3.5,721.9,2280.56
funchal,Funchal,Portugal,"Charming cobblestone streets lined with vibrant flowers, ocean breezes, and the aroma of local cuisine create a welcoming and relaxed atmosphere.",326.496.497,-169.086.783,"{""1"":{""avg"":17.4,""max"":19.2,""min"":15.4},""2"":{""avg"":17.2,""max"":19.4,""min"":15},""3"":{""avg"":17.4,""max"":21,""min"":15},""4"":{""avg"":18.2,""max"":21.2,""min"":15.9},""5"":{""avg"":19.5,""max"":22.6,""min"":17.4},""6"":{""avg"":21,""max"":23.6,""min"":18.7},""7"":{""avg"":22.6,""max"":25.5,""min"":20.3},""8"":{""avg"":23.9,""max"":27,""min"":21.4},""9"":{""avg"":23.3,""max"":26,""min"":21.1},""10"":{""avg"":22.3,""max"":24.7,""min"":20},""11"":{""avg"":20,""max"":21.7,""min"":17.8},""12"":{""avg"":18.7,""max"":20.3,""min"":16.6}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,4,3,5,3,3,4,4,3,4,,,,,,,,,,,,,,,
lille,Lille,France,"Charming cobblestone streets, vibrant squares, and a mix of Flemish and French influences create a welcoming atmosphere full of character and warmth.",506.365.654,30.635.282,"{""1"":{""avg"":4.2,""max"":7,""min"":1.6},""2"":{""avg"":5.6,""max"":9,""min"":2.6},""3"":{""avg"":7.7,""max"":11.7,""min"":4},""4"":{""avg"":10.4,""max"":15.6,""min"":5.7},""5"":{""avg"":14.2,""max"":19.5,""min"":9.4},""6"":{""avg"":17.9,""max"":23.2,""min"":12.9},""7"":{""avg"":19.4,""max"":25.1,""min"":14.5},""8"":{""avg"":19.4,""max"":25.1,""min"":14.6},""9"":{""avg"":16.1,""max"":21.4,""min"":11.5},""10"":{""avg"":12.4,""max"":16.5,""min"":8.8},""11"":{""avg"":7.9,""max"":11,""min"":5},""12"":{""avg"":6,""max"":8.6,""min"":3.6}}","[""Weekend"",""Short trip""]",Mid-range,4,2,2,1,3,4,3,4,2,,,,,,,,,68.83,12.75,1.65,58.0,8.0,621.15,1860.25
plitvice lakes,Plitvice Lakes,Croatia,"Wandering through lush forests and cascading waterfalls, you'll feel a serene connection with nature, surrounded by vibrant turquoise lakes and tranquil pathways.",448.523.012,15.590.349,"{""1"":{""avg"":3.1,""max"":7.4,""min"":-0.9},""2"":{""avg"":5.9,""max"":11.5,""min"":0.8},""3"":{""avg"":8.6,""max"":14.6,""min"":3},""4"":{""avg"":11.2,""max"":17.8,""min"":5.2},""5"":{""avg"":15.3,""max"":21.2,""min"":10},""6"":{""avg"":21,""max"":28,""min"":14.8},""7"":{""avg"":22.8,""max"":30.3,""min"":16.3},""8"":{""avg"":22.2,""max"":29.4,""min"":16.2},""9"":{""avg"":17.2,""max"":24,""min"":11.7},""10"":{""avg"":13.5,""max"":19.6,""min"":8.7},""11"":{""avg"":7.9,""max"":11.8,""min"":4.5},""12"":{""avg"":4.7,""max"":8.5,""min"":1.1}}","[""Weekend"",""Day trip"",""Short trip""]",Mid-range,2,4,5,1,1,3,3,1,4,,,,,,,,,,,,,,,
aarhus,Aarhus,Denmark,"Charming streets lined with modern architecture and cozy cafes create a welcoming atmosphere, with a vibrant cultural scene that feels refreshingly authentic.",561.496.278,102.134.046,"{""1"":{""avg"":2.9,""max"":4.8,""min"":0.5},""2"":{""avg"":3,""max"":5.3,""min"":0.5},""3"":{""avg"":5,""max"":8,""min"":2},""4"":{""avg"":7.2,""max"":11.5,""min"":2.5},""5"":{""avg"":12.7,""max"":17.1,""min"":7.8},""6"":{""avg"":16.5,""max"":20.9,""min"":11.5},""7"":{""avg"":17.6,""max"":21.8,""min"":13.2},""8"":{""avg"":17.5,""max"":21.7,""min"":13.2},""9"":{""avg"":14.6,""max"":18.4,""min"":10.8},""10"":{""avg"":10.6,""max"":13.2,""min"":7.8},""11"":{""avg"":6.4,""max"":8.5,""min"":4},""12"":{""avg"":4.4,""max"":6.1,""min"":2.3}}","[""Short trip"",""Weekend""]",Mid-range,4,2,3,3,3,4,3,4,3,City,2.5 million,"Sm?rrebr?d, Frikadeller, blekage",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"Known for its vibrant arts scene, beautiful parks, and historical sites.","Denmark's second-largest city, a cultural hub with museums, festivals, and university life.",,,,,,,
bristol,Bristol,United Kingdom,Historic streets lined with vibrant street art and cozy pubs create a lively yet laid-back atmosphere perfect for leisurely exploration.,514.538.022,-25.972.985,"{""1"":{""avg"":5.4,""max"":7.7,""min"":3.3},""2"":{""avg"":6.4,""max"":8.8,""min"":4.2},""3"":{""avg"":8,""max"":10.5,""min"":5.8},""4"":{""avg"":9.7,""max"":13.3,""min"":6.2},""5"":{""avg"":13.1,""max"":16.8,""min"":9.2},""6"":{""avg"":15.9,""max"":19.5,""min"":12.2},""7"":{""avg"":17.8,""max"":21.3,""min"":14.3},""8"":{""avg"":17.3,""max"":20.6,""min"":14.2},""9"":{""avg"":15.1,""max"":18.4,""min"":12},""10"":{""avg"":11.9,""max"":14.5,""min"":9.4},""11"":{""avg"":8.7,""max"":10.8,""min"":6.6},""12"":{""avg"":6.9,""max"":8.6,""min"":5.1}}","[""One week"",""Weekend"",""Short trip""]",Mid-range,4,3,3,2,4,4,3,4,2,,,,,,,,,,,,,,,
rovaniemi,Rovaniemi,Finland,"Snow-draped forests, cozy log cabins, and the ethereal dance of the Northern Lights create a magical winter wonderland experience.",665.025.657,2.573.122,"{""1"":{""avg"":-10.3,""max"":-7,""min"":-13.8},""2"":{""avg"":-8.5,""max"":-5.3,""min"":-12.3},""3"":{""avg"":-3.5,""max"":0.2,""min"":-7},""4"":{""avg"":1.2,""max"":5.6,""min"":-3.6},""5"":{""avg"":8,""max"":12.6,""min"":2.8},""6"":{""avg"":14.5,""max"":18.8,""min"":9.9},""7"":{""avg"":17.2,""max"":21.4,""min"":13},""8"":{""avg"":14.5,""max"":18.4,""min"":10.7},""9"":{""avg"":9.1,""max"":12.3,""min"":5.9},""10"":{""avg"":2,""max"":4.4,""min"":-0.4},""11"":{""avg"":-3.7,""max"":-1.3,""min"":-6.2},""12"":{""avg"":-7.3,""max"":-4.4,""min"":-10.6}}","[""Short trip"",""Weekend"",""One week""]",Mid-range,3,4,5,1,2,3,3,2,4,,,,,,,,,,,,,,,
